# Region type : patch outflow
#   Faces  : 78
#   Area   : 1.987766e-04
#        Time	sum(rhoPhi)
     0.871647	2.768809e-06
     0.873222	3.315650e-06
     0.874797	4.029421e-06
     0.876372	4.709937e-06
     0.877948	4.750645e-06
     0.879523	5.289719e-06
     0.881098	6.212502e-06
     0.882673	6.823156e-06
     0.884248	7.459454e-06
     0.885823	8.006793e-06
     0.887399	8.576921e-06
     0.888974	8.038351e-06
     0.890549	8.590730e-06
     0.892124	9.213719e-06
     0.893699	9.916895e-06
     0.895274	9.983765e-06
      0.89685	9.754435e-06
     0.898425	1.066438e-05
          0.9	1.139466e-05
     0.901667	1.185104e-05
     0.903333	1.227028e-05
     0.904839	1.234662e-05
      0.90625	1.281758e-05
     0.907617	1.316681e-05
     0.908902	1.365137e-05
     0.910147	1.428536e-05
     0.911355	1.473712e-05
     0.912526	1.508047e-05
     0.913735	1.541580e-05
     0.914943	1.580740e-05
     0.916152	1.623747e-05
     0.917361	1.668131e-05
      0.91857	1.711939e-05
     0.919779	1.754487e-05
     0.920988	1.795855e-05
     0.922249	1.836218e-05
      0.92357	1.877145e-05
     0.924962	1.918506e-05
     0.926434	1.960251e-05
     0.928005	2.002621e-05
     0.929697	2.046134e-05
     0.931389	2.091531e-05
     0.933081	2.135822e-05
     0.934773	2.178991e-05
     0.936296	2.220996e-05
     0.937818	2.257728e-05
     0.939172	2.293062e-05
     0.940525	2.323159e-05
     0.941879	2.351833e-05
     0.943232	2.379215e-05
     0.944586	2.405434e-05
     0.945939	2.430668e-05
     0.947293	2.455041e-05
     0.948646	2.478705e-05
         0.95	2.501784e-05
     0.951471	2.524387e-05
     0.953036	2.548500e-05
     0.954551	2.573823e-05
     0.956017	2.598128e-05
     0.957483	2.621470e-05
     0.959002	2.644628e-05
      0.96052	2.668464e-05
     0.961982	2.692270e-05
      0.96334	2.715271e-05
     0.964698	2.736772e-05
     0.966056	2.758420e-05
     0.967413	2.780256e-05
      0.96883	2.802325e-05
     0.970315	2.825590e-05
     0.971877	2.850180e-05
     0.973439	2.876238e-05
     0.975099	2.902447e-05
     0.976759	2.930313e-05
     0.978419	2.958168e-05
     0.980079	2.985941e-05
      0.98174	3.013553e-05
       0.9834	3.040923e-05
      0.98506	3.067984e-05
      0.98672	3.094665e-05
      0.98838	3.120897e-05
      0.99004	3.146587e-05
       0.9917	3.171633e-05
      0.99336	3.195922e-05
      0.99502	3.219289e-05
      0.99668	3.241714e-05
      0.99834	3.263062e-05
            1	3.283096e-05
      1.00179	3.301753e-05
      1.00364	3.320334e-05
      1.00549	3.338132e-05
      1.00735	3.354399e-05
       1.0092	3.252270e-05
      1.01106	3.271509e-05
      1.01291	3.328930e-05
      1.01477	3.279352e-05
      1.01662	3.219658e-05
      1.01848	3.285361e-05
      1.02033	3.278876e-05
      1.02218	3.260447e-05
      1.02404	3.238316e-05
      1.02589	3.217235e-05
      1.02775	3.194166e-05
      1.02946	3.285211e-05
      1.03117	3.268114e-05
      1.03288	3.234263e-05
      1.03459	3.208684e-05
      1.03631	3.234295e-05
      1.03802	3.247211e-05
      1.03973	3.226239e-05
      1.04144	3.198082e-05
      1.04315	3.169539e-05
      1.04486	3.141300e-05
      1.04658	3.112935e-05
      1.04772	3.085360e-05
      1.04886	3.164499e-05
         1.05	3.169787e-05
      1.05128	3.137759e-05
      1.05271	3.097430e-05
      1.05429	3.056219e-05
      1.05598	3.091348e-05
      1.05768	3.091413e-05
      1.05937	3.052801e-05
      1.06106	3.008102e-05
      1.06283	2.963482e-05
       1.0646	3.003843e-05
      1.06637	2.993384e-05
      1.06814	2.943587e-05
      1.07002	2.893956e-05
      1.07178	2.841209e-05
      1.07354	2.880089e-05
      1.07531	2.869059e-05
      1.07707	2.818311e-05
      1.07884	2.763958e-05
       1.0806	2.708850e-05
      1.08236	2.747316e-05
      1.08397	2.731159e-05
      1.08557	2.680335e-05
      1.08717	2.628952e-05
      1.08878	2.577112e-05
      1.09038	2.609104e-05
      1.09198	2.592977e-05
      1.09359	2.544165e-05
      1.09519	2.493336e-05
      1.09679	2.441118e-05
       1.0984	2.389842e-05
          1.1	2.428864e-05
      1.10172	2.413375e-05
      1.10351	2.357648e-05
       1.1053	2.296827e-05
      1.10709	2.235219e-05
      1.10888	2.263154e-05
      1.11066	2.239615e-05
      1.11245	2.181179e-05
      1.11424	2.121547e-05
      1.11603	2.060952e-05
      1.11782	2.080297e-05
       1.1196	2.058040e-05
      1.12139	2.003373e-05
      1.12318	1.946233e-05
      1.12497	1.887823e-05
      1.12676	1.830175e-05
      1.12854	1.860249e-05
      1.13033	1.841046e-05
      1.13212	1.786520e-05
      1.13391	1.728037e-05
       1.1357	1.668250e-05
      1.13748	1.692666e-05
      1.13927	1.658775e-05
      1.14106	1.613578e-05
      1.14285	1.562720e-05
      1.14464	1.509624e-05
      1.14642	1.456055e-05
      1.14821	1.495329e-05
         1.15	1.475249e-05
      1.15185	1.424809e-05
      1.15364	1.373234e-05
      1.15542	1.322936e-05
       1.1572	1.354010e-05
      1.15898	1.333716e-05
      1.16077	1.305119e-05
      1.16255	1.265333e-05
      1.16433	1.221595e-05
      1.16612	1.177428e-05
       1.1679	1.228099e-05
      1.16968	1.228003e-05
      1.17147	1.201653e-05
      1.17325	1.163189e-05
      1.17503	1.124482e-05
      1.17682	1.172779e-05
       1.1786	1.196320e-05
      1.18038	1.173217e-05
      1.18217	1.146791e-05
      1.18395	1.127324e-05
      1.18573	1.109245e-05
      1.18752	1.180439e-05
       1.1893	1.212257e-05
      1.19108	1.212873e-05
      1.19287	1.209328e-05
      1.19465	1.280321e-05
      1.19643	1.302803e-05
      1.19822	1.316078e-05
      1.19911	1.337619e-05
          1.2	1.383195e-05
      1.20104	1.441151e-05
      1.20224	1.442552e-05
      1.20356	1.469810e-05
      1.20501	1.519305e-05
      1.20646	1.571065e-05
      1.20787	1.623963e-05
      1.20927	1.674961e-05
      1.21068	1.726036e-05
      1.21208	1.776551e-05
      1.21349	1.826372e-05
      1.21489	1.875414e-05
      1.21624	1.996594e-05
      1.21754	2.089470e-05
      1.21879	2.154355e-05
      1.22004	2.213256e-05
      1.22124	2.338136e-05
      1.22243	2.418260e-05
      1.22358	2.490013e-05
      1.22473	2.567027e-05
      1.22588	2.644002e-05
      1.22698	2.775890e-05
      1.22807	2.891463e-05
      1.22917	2.987109e-05
      1.23027	3.075959e-05
      1.23136	3.217857e-05
      1.23246	3.364918e-05
      1.23355	3.455618e-05
      1.23465	3.572755e-05
      1.23575	3.712763e-05
      1.23684	3.853313e-05
      1.23786	3.990745e-05
      1.23887	4.116732e-05
       1.2398	4.243165e-05
      1.24072	4.413407e-05
      1.24165	4.604769e-05
      1.24249	4.711381e-05
      1.24332	4.849661e-05
      1.24416	4.996894e-05
      1.24499	5.145180e-05
      1.24583	5.293266e-05
      1.24666	5.440934e-05
       1.2475	5.588022e-05
      1.24833	5.734237e-05
      1.24917	5.926034e-05
         1.25	6.127082e-05
      1.25088	6.277472e-05
      1.25175	6.476262e-05
      1.25263	6.682865e-05
      1.25349	6.884306e-05
      1.25432	7.080670e-05
      1.25512	7.271719e-05
      1.25589	7.506732e-05
       1.2566	7.738582e-05
      1.25726	7.902603e-05
      1.25789	8.047211e-05
      1.25848	8.268676e-05
      1.25903	8.438188e-05
      1.25956	8.591519e-05
      1.26006	8.734611e-05
      1.26054	8.923063e-05
        1.261	9.078033e-05
      1.26145	9.219324e-05
      1.26189	9.355269e-05
      1.26233	9.529612e-05
      1.26275	9.704973e-05
      1.26318	9.828671e-05
       1.2636	9.981996e-05
      1.26402	1.013984e-04
      1.26444	1.029529e-04
      1.26487	1.045184e-04
      1.26529	1.060893e-04
      1.26573	1.076801e-04
      1.26617	1.092855e-04
      1.26661	1.109021e-04
      1.26705	1.125086e-04
      1.26747	1.146147e-04
      1.26788	1.163633e-04
      1.26828	1.179805e-04
      1.26866	1.195262e-04
      1.26903	1.213678e-04
      1.26939	1.232700e-04
      1.26974	1.245971e-04
      1.27007	1.261224e-04
      1.27039	1.276559e-04
      1.27071	1.291643e-04
      1.27101	1.306159e-04
       1.2713	1.320216e-04
      1.27159	1.333946e-04
      1.27187	1.347238e-04
      1.27215	1.360226e-04
      1.27242	1.376805e-04
      1.27269	1.391254e-04
      1.27296	1.404795e-04
      1.27323	1.418203e-04
      1.27349	1.434427e-04
      1.27376	1.451434e-04
      1.27404	1.464860e-04
      1.27432	1.480322e-04
      1.27461	1.496860e-04
       1.2749	1.513940e-04
       1.2752	1.531079e-04
      1.27549	1.548385e-04
      1.27579	1.565668e-04
      1.27608	1.582727e-04
      1.27637	1.599743e-04
      1.27666	1.616702e-04
      1.27695	1.633373e-04
      1.27723	1.649963e-04
      1.27751	1.670741e-04
       1.2778	1.688560e-04
      1.27808	1.705259e-04
      1.27836	1.721896e-04
      1.27864	1.738327e-04
      1.27892	1.759187e-04
      1.27921	1.777390e-04
      1.27949	1.794942e-04
      1.27977	1.812368e-04
      1.28006	1.833282e-04
      1.28035	1.855007e-04
      1.28065	1.871501e-04
      1.28095	1.891198e-04
      1.28125	1.912314e-04
      1.28154	1.933378e-04
      1.28181	1.953426e-04
      1.28207	1.972297e-04
      1.28233	1.990607e-04
      1.28258	2.008364e-04
      1.28282	2.025565e-04
      1.28307	2.042443e-04
      1.28332	2.059226e-04
      1.28356	2.078598e-04
      1.28381	2.098659e-04
      1.28406	2.115225e-04
      1.28431	2.133984e-04
      1.28455	2.152834e-04
      1.28479	2.171381e-04
      1.28503	2.189830e-04
      1.28527	2.207990e-04
      1.28551	2.226101e-04
      1.28575	2.244502e-04
        1.286	2.262838e-04
      1.28625	2.281468e-04
       1.2865	2.300365e-04
      1.28674	2.319520e-04
      1.28696	2.341064e-04
      1.28719	2.359463e-04
       1.2874	2.376787e-04
      1.28761	2.393201e-04
      1.28782	2.409425e-04
      1.28803	2.427970e-04
      1.28826	2.445706e-04
      1.28848	2.464011e-04
      1.28869	2.481420e-04
      1.28889	2.501299e-04
      1.28906	2.519670e-04
      1.28921	2.531972e-04
      1.28934	2.544748e-04
      1.28948	2.556811e-04
       1.2896	2.568438e-04
      1.28973	2.579743e-04
      1.28985	2.590773e-04
      1.28998	2.601665e-04
       1.2901	2.612557e-04
      1.29023	2.623429e-04
      1.29035	2.634412e-04
      1.29048	2.645503e-04
      1.29061	2.656698e-04
      1.29074	2.667999e-04
      1.29088	2.679430e-04
      1.29101	2.690828e-04
      1.29114	2.702037e-04
      1.29127	2.713220e-04
       1.2914	2.724381e-04
      1.29153	2.738070e-04
      1.29166	2.749861e-04
      1.29179	2.761272e-04
      1.29192	2.772876e-04
      1.29206	2.784498e-04
      1.29219	2.796308e-04
      1.29233	2.810957e-04
      1.29247	2.823452e-04
      1.29261	2.836036e-04
      1.29276	2.848924e-04
       1.2929	2.861838e-04
      1.29305	2.877239e-04
      1.29319	2.893155e-04
      1.29334	2.904686e-04
      1.29349	2.918483e-04
      1.29363	2.933135e-04
      1.29378	2.947634e-04
      1.29393	2.962234e-04
      1.29408	2.977166e-04
      1.29424	2.992101e-04
       1.2944	3.007386e-04
      1.29456	3.022639e-04
      1.29472	3.038263e-04
      1.29488	3.053823e-04
      1.29505	3.069791e-04
      1.29522	3.085692e-04
      1.29539	3.102071e-04
      1.29556	3.118393e-04
      1.29573	3.134668e-04
       1.2959	3.154508e-04
      1.29606	3.172272e-04
      1.29623	3.188421e-04
      1.29639	3.204540e-04
      1.29656	3.220507e-04
      1.29672	3.239881e-04
      1.29688	3.257194e-04
